step,fourier_train_loss,fourier_test_loss,fourier_test_r2_plume,fourier_test_mae_plume,wno_train_loss,wno_test_loss,wno_test_r2_plume,wno_test_mae_plume,delta_r2_plume,delta_test_loss
330,0.5728020071983337,0.6801706552505493,0.37323981523513794,0.0456087663769722,0.6140059232711792,0.722628653049469,0.19852936267852783,0.048271335661411285,-0.1747104525566101,-0.04245799779891968
340,0.4404895305633545,1.0292963981628418,-1.3845281600952148,0.059779584407806396,0.47221726179122925,0.8376845121383667,-0.4240950047969818,0.05503147840499878,0.960433155298233,0.1916118860244751
350,0.4291117191314697,0.8217255473136902,-0.287558913230896,0.053442638367414474,0.5024638175964355,0.7473567724227905,0.11899212747812271,0.05176619440317154,0.4065510407090187,0.07436877489089966
360,0.5160825252532959,0.7558338642120361,-0.0800989419221878,0.050310153514146805,0.5017567276954651,0.8226608633995056,-0.4214707911014557,0.05713959410786629,-0.3413718491792679,-0.06682699918746948
370,0.49184679985046387,0.8214560747146606,-0.3549712300300598,0.054558295756578445,0.5829428434371948,0.7732464075088501,-0.12138000875711441,0.05215185135602951,0.2335912212729454,0.04820966720581055
380,0.4944247603416443,0.7034586071968079,0.22333958745002747,0.04782181978225708,0.4707435965538025,0.9250280261039734,-0.6605351567268372,0.05705064535140991,-0.8838747441768646,-0.22156941890716553
390,0.458009272813797,0.9328978657722473,-1.133196473121643,0.05797342583537102,0.46921834349632263,1.0036821365356445,-1.602799654006958,0.06420902907848358,-0.46960318088531494,-0.07078427076339722
400,0.6435428857803345,0.6781912446022034,0.44973915815353394,0.04936584085226059,0.6210508346557617,0.7227743268013,0.4032325744628906,0.053173162043094635,-0.04650658369064331,-0.04458308219909668
410,0.5597034692764282,0.638120710849762,0.5726954340934753,0.046793434768915176,0.5524849891662598,0.6755971312522888,0.4479033946990967,0.049113206565380096,-0.12479203939437866,-0.037476420402526855
420,0.7045301198959351,1.2318097352981567,-2.5488834381103516,0.07550021260976791,,,,,,
430,0.4433136284351349,1.1439471244812012,-2.0028607845306396,0.07095980644226074,,,,,,
440,0.5022164583206177,1.509535551071167,-2.8001582622528076,0.08570288866758347,,,,,,
450,0.517482578754425,0.7139751315116882,0.2297888547182083,0.047294214367866516,,,,,,
